gene,mock,infection,Con_Nakei,Cut_Nakei,Con_#96,Cut_#96,Con_#62,Cut_#62,Con_#127,Cut_#127,Con_#,Cut_#3,Con_M36001,Cut_M36001,ABA_Root,PEG_Root,H2O_Root,NaOH_Root,ABA_Shoot,PEG_Shoot,H2O_Shoot,NaOH_Shoot,CK60,BTX623,SCS,Ch17,KS78,High_Bulk,Low_Bulk,q1,q2,Control_0h,Control_12h,Control_24h,Infected_12h,Infected_24h,intact,lodged,20d_Leaves_AA,Emerging_Inflorescence,Seed_5d_After_Pollination,Early_Inflorescence,Pistil,Embryo_25d_After_Pollination,Endosperm_25d_After_Pollination,Anther,Seed_10d_After_Pollination,20d_Leaves_CA,Seed,Stem,Leaf,Keller-leaf,Keller-seed,Keller-spikelet,Keller-stem,Spikelet,internode_g_upper,internode_growing,internode_mature,leaf_blade,leaf_flag_internode,leaf_lower,leaf_lower_growing,leaf_lower_whorl,leaf_middle_whorl,leaf_sheath_growing,leaf_upper,leaf_upper_growing,leaf_upper_whorl,panicle,panicle_lower,panicle_upper,peduncle,root_bottom,root_middle,root_top,Roots,seed_dry,seed_imbibed,Shoots,stem_1cm_,stem_2mm,stem_mid_internode
Sobic.003G382300,6.09339,5.55782,2.95277,0.725999,2.63021,0.199904,4.70721,0.399671,3.64501,0.367101,6.28013,0.675801,1.75536,0.342055,1.87706,1.52282,2.22432,2.04638,1.59284,2.72133,2.80882,2.7207,0.993597,0.80324,0.605481,0.947682,0.799574,0.549468,1.04939,7.03926,0,1.94081,2.68793,1.75889,1.81489,1.00726,1.62387,1.45873,2.79705,0.938109,0.580215,5.54995,0.307139,0.51506,1.04819,0.0509143,0.301255,5.10019,0,0.688882,2.81461,1.26339,0,0.673951,0,0.521023,1.67808,2.46463,2.66883,11.698,1.29179,2.99447,6.85686,2.12424,3.95179,2.95179,5.94517,2.98279,8.02032,0,1.61729,1.19774,0.00752429,0.482377,0.401108,0.631933,0.439341,0.105996,0.993001,1.2161,0.957197,1.4492,1.75256
Sobic.009G233100,0.12972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369347,0.779735,1.60837,1.58928,0,0,0,0,0.50661,0.432067,0.202918,0.149312,0.712662,0.0876743,0.306891,0,0,0,0,0,0,0,0,0,0,0,0,0.0883317,0,0,0,0,0,0,0,0,0,0,0,0.678203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240911,0.0795329,0.0746102,0.0486421,0.105811,0,1.4087,0,0.0416955,0.0178059,0
Sobic.002G375400,3.92476,3.13894,3.98715,1.88197,5.56067,1.49468,5.18028,2.16022,5.32644,1.9371,5.49692,1.79982,5.28094,1.63758,9.39928,17.8099,46.5657,45.702,2.91894,2.35325,2.56031,2.82488,57.6445,56.7613,74.3149,95.5893,93.734,111.262,81.2889,0,0,4.82815,7.50235,3.22433,5.10605,4.2266,1.78136,2.81258,3.15087,1.86739,2.93356,1.66829,2.16947,2.71909,2.65211,2.10875,2.78951,2.72208,1.44516,1.80921,7.66409,8.68113,6.11494,7.85493,3.84335,1.67884,1.49482,4.50657,11.7449,3.96996,2.85746,1.9372,6.72611,1.30797,3.60925,4.25227,2.71144,5.50292,4.37687,3.26736,1.63037,1.46145,2.47832,21.7558,41.9533,41.5919,34.7871,4.20627,8.99861,1.86788,6.96755,4.82177,3.5213
Sobic.001G105000,0.61071,1.15008,1.08029,0.834408,1.26072,0.289445,0.792402,0.591132,0.852798,0.527123,1.3979,0.352087,0.9113,0.412739,16.2342,13.5655,13.6469,15.1232,1.70012,2.77954,1.8055,1.63754,4.94831,6.14349,4.54044,5.33937,4.99279,5.79577,5.99539,0,0,0.587282,0.610404,1.6329,0.28722,1.02299,1.32779,0.762799,1.1819,8.69802,8.33767,15.677,16.2676,4.71616,1.09048,1.03292,1.28326,0.835503,2.43778,3.48763,20.2386,23.3667,5.83374,10.3484,8.95456,2.77059,16.8396,5.84993,7.27337,0.782773,5.76485,0.648693,1.69739,1.88793,0.760759,2.09164,0.32815,1.95393,1.12744,33.0065,6.89788,7.27399,42.2632,17.2475,10.8084,12.7613,14.7526,0.490094,4.02625,6.01409,11.7016,17.0261,7.56444
Sobic.001G156900,8.17374,8.85726,10.8374,9.19502,8.57275,9.90221,11.746,10.0706,10.6009,9.49843,10.5767,9.25847,10.9543,9.50094,10.4138,10.6334,11.0723,10.8561,8.25331,7.36692,8.15222,8.18212,5.39283,5.11745,3.97582,4.56659,5.11954,5.71915,6.00804,0,0,11.8525,12.1305,10.6209,11.2971,9.67572,12.0313,10.6694,10.9923,9.85708,11.0848,10.2769,11.0309,14.7211,8.85434,23.2835,7.79456,9.20664,0.758155,0.596728,0,1.21568,0.86068,0.354311,1.21087,4.92778,9.11233,7.60988,8.57491,12.4784,11.8515,10.7399,13.7596,9.396,10.424,16.1973,11.9932,11.5322,10.4158,14.525,14.5617,11.9066,12.5621,11.1819,11.9592,11.3459,12.2497,6.95856,10.6584,11.1795,8.3109,10.8574,13.6787
Sobic.004G354700,2.75135,1.8714,9.78661,6.39541,1.26307,3.00824,11.0832,2.3819,3.63945,6.73213,3.27152,6.54286,10.4474,8.01383,4.91824,8.51206,6.50541,6.84623,6.33476,7.04591,7.2387,8.28143,1.87921,1.56187,1.99819,1.24951,2.02946,1.93188,1.79692,31.6264,16.7283,5.8279,23.3533,7.89041,20.136,6.1635,4.07099,3.45793,17.8385,4.85369,4.12764,12.9299,7.20661,5.93534,2.57621,1.5759,1.92501,13.7977,2.29098,1.85817,0.335963,0.600345,0.633769,0.554973,0.431928,1.42761,5.65734,5.14544,3.55454,29.2155,3.96021,26.0583,9.98045,21.4042,28.3232,18.2484,31.3109,7.04798,31.4572,8.20041,4.59189,3.72143,5.67269,7.12873,3.91836,8.31734,8.22314,0.017938,0.802655,12.5872,3.86949,4.28978,4.77524
Sobic.005G087600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88225,1.22853,0.462943,0.542365,0.619096,0.0721846,0.0511653,0.223016,1.00044,0.0926807,1.02324,0.342371,1.7075,0.459142,0.525311,16.6927,0,0.892899,0.380478,0.469917,0.964529,0.614137,0.707219,0.322819,0,0,0,0.563979,0,0,0.382342,0,0,0,0,0,0,0,0,0,0,0,0.504139,2.08125,1.72343,0,0.128952,0.0264561,0.555785,0.196679,0.0480366,1.92304,0,0,0,0.731762,0.0412564,0.0270655,0.890634,1.68564,0.445576,1.15202,0.513467,0,0.175622,0.126489,0.290929,0.0378956,0.118711
Sobic.008G004200,0,0,0,0.0380206,0,0.0231813,0,0,0,0,0,0.0391837,0,0.0396655,0.244555,0.0989682,0.174721,0.160304,0.0925092,0.367428,0.264882,0.214926,0.0879281,0.0320434,0.0232818,0.0841728,0.023911,0,0.025736,0,0,0.0470273,0.130262,0.160873,0.0253999,0.0233606,0,0.00595475,0,0.36921,0.0706466,4.18327,0,0.0348405,0.2618,0,0,0,0,0,0,0,0,0.252811,0,0.278893,0.00423084,0.00847512,0.0385212,0.00890799,0.127192,0.140036,0.00191438,0.34173,0,0.00443696,0,0.00342001,0.0101815,0.00921629,0.0610804,0.105514,0,0.109817,0.0299941,0.0181587,0.0258362,0.141577,0.0251132,0.42589,0.093003,0.476208,0.148535
Sobic.010G071700,23.5138,20.9484,55.8729,61.6774,33.8065,136.572,53.4575,48.0832,67.8766,98.7824,88.7312,94.5006,34.1639,67.4664,180.766,79.3321,70.9813,73.66,113.071,76.7014,44.943,48.417,234.348,203.07,191.881,228.971,143.189,327.329,304.801,7.95664,0,59.7216,79.0834,50.4584,82.7274,47.3622,829.219,485.85,35.4882,98.8696,59.2209,94.3664,106.318,121.142,217.269,31.8246,157.249,21.7964,25.5544,15.3072,6.30691,3.87793,16.5948,13.4157,17.091,13.5028,193.366,376.77,435.656,44.3243,283.679,170.676,144.785,256.936,286.082,321.928,48.0335,77.4162,84.4608,158.705,171.637,103.61,254.166,144.585,82.0766,86.0641,126.582,453.08,162.93,204.624,115.088,96.2147,309.077
Sobic.009G135000,20.7157,26.097,62.3457,37.3296,60.6829,65.7283,98.7523,27.6023,88.6511,46.9966,101.353,54.8721,110.523,48.2687,30.6942,31.3669,47.2662,44.9368,51.3591,22.7297,63.9512,45.7763,9.17812,9.93514,11.5143,9.99519,10.0471,11.6895,10.2859,0,0,26.7662,61.7398,16.5801,46.6265,24.2872,55.9976,43.8235,43.4025,14.546,10.8964,12.6346,12.7759,13.0937,23.1201,19.5984,18.9285,33.2599,13.1534,6.76889,0.566782,0.586009,3.0951,2.67122,2.02294,5.31829,18.3527,28.737,27.3727,94.7926,42.3154,55.2479,65.7521,47.7804,64.9797,63.4047,131.249,72.7193,122.132,18.0022,24.1078,23.0993,15.0712,25.1575,34.3301,31.145,30.0043,27.2027,12.1006,44.0088,33.4383,27.363,52.082
Sobic.001G529200,0.0241947,0.0259392,0,0.496388,0,0.890145,0,0.545027,0,0.74758,0,0.677082,0,0.12185,1.25257,2.40306,2.0382,1.82974,0.868422,1.26077,1.82112,2.22241,0.57163,0.37093,0.706832,0.756485,0.608457,0.526591,0.678153,0,0,0.505624,0.300118,0.772168,0.448653,0.448511,0.0162944,0.00562616,0.0435914,1.27597,0.596807,2.2571,0.861605,0.642159,0.301588,6.18922,1.08922,0.0302802,0,0.214722,0,0,0.259524,0.415265,0.162471,0.244343,3.99429,2.7741,0.522427,0.0318844,0.362924,3.36353,0.0157487,6.20506,2.18485,0,0.0963182,0.0131015,0.0350702,1.52038,0.453947,0.369215,2.37203,0.881997,0.968186,2.68144,1.95432,0.511223,2.89726,3.30068,7.22953,4.56703,0.331537
Sobic.002G308400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4971,5.04664,2.29703,2.11581,0,0,0.0750356,0,4.25988,3.46032,9.71505,4.6911,5.2451,3.25762,4.36345,0,0,0,0,0,0.0544043,0,0,0,0,0,0.100879,0,0,0.373139,17.2425,0.265566,10.4758,0,1.02209,0,0,0,0,0.233166,0,0.457075,0.0181241,0,0.0549924,0,0.00840667,0,0,0.0300938,0,0,0,0,0,0,0.0426897,0.107907,0.0489271,1.97342,3.54309,3.10683,5.26635,0.0624756,0.0327528,0.0496461,0.068546,0.186955,0.0107836
Sobic.001G180400,0,0,0.858696,0,0,0.059795,0.199786,0,0,0,0,0,0,0,0.0212448,0.102682,0.284758,0.590375,0,0,0,0,1.64091,0.123779,0.409611,0.365844,0.442771,0.455071,0.977035,0,0,0,0.084001,0.0518729,0.0655212,0.0602604,0.0740281,0.0188978,0,0,0,0,0.42875,0,0,0.533053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306596,0,0,0,0,0.0355642,0.0919331,0,0.18828,0.0165396,0.212809,0.0823831,0,0,0,0,0,0
Sobic.004G070900,2.05436,2.26924,0.0851267,0.145836,0,0.0444582,0.0990287,0.116663,0,0.266699,0,0.0375742,0,0.114109,23.3874,10.745,9.7997,10.5713,18.6325,4.9673,4.68551,5.36162,27.5457,18.4341,17.1299,13.1179,30.9864,7.59307,11.9153,0,26.0855,6.04299,3.37261,5.66939,4.92018,4.79396,4.53487,3.49633,0.544312,4.86812,30.5764,20.5309,61.842,18.1758,9.66529,1.98161,5.0653,0.983057,0,1.91444,2.09555,0,3.25569,6.6148,2.08,0.944174,12.9711,20.1513,6.70522,0.423013,0.891144,0.536749,0.837317,1.13527,0.480861,2.66163,0.0828328,0.0870992,0.125761,8.71391,4.52345,8.91742,12.0829,6.27898,1.50929,5.69601,1.888,3.63035,4.59596,1.3213,9.6034,2.60841,0.873621
Sobic.003G336600,10.8895,8.76481,8.8076,8.76125,3.7845,14.5643,7.72896,11.741,4.78332,6.63192,5.40204,8.95209,6.07309,11.4839,16.2005,18.3548,20.8459,19.9748,6.10504,7.01894,6.20159,6.21127,22.9851,27.9625,28.2721,23.0515,22.6699,20.1521,20.625,39.3877,26.7859,6.18247,9.26801,7.60421,11.3558,9.36287,16.5136,15.4871,9.16697,9.1805,11.4095,13.605,11.6824,21.4092,5.92965,4.11059,5.15331,8.30908,54.6875,62.6452,44.5886,34.0879,103.235,56.8047,36.2459,162.232,14.3246,13.3318,16.9031,10.1493,100.707,9.46808,30.0008,6.35343,12.4047,11.8001,9.74141,17.901,15.1517,15.7602,20.8985,11.3583,22.2371,12.1541,24.1267,16.3497,13.3992,16.6325,17.7661,7.72056,16.8318,22.1656,16.3159
Sobic.007G211000,76.9379,59.7665,49.608,43.799,26.9235,33.24,52.3562,29.3554,35.1113,33.8115,47.3859,43.7797,37.9646,37.1219,35.2545,40.88,37.7388,36.9934,33.2483,25.7531,33.1288,36.3501,30.1165,37.4113,34.4065,35.0218,35.0503,32.0852,35.5145,14.1234,9.91083,121.732,450.011,66.4264,242.451,73.5238,29.6508,40.5009,64.5116,7.76738,11.6034,8.97044,8.6608,21.0273,35.9606,19.0233,23.6027,47.6207,2.41056,1.88031,5.73441,2.65516,4.31708,4.45759,1.12222,2.26656,13.4265,17.0944,17.3425,156.068,20.677,90.2583,54.6276,42.5682,90.2149,53.432,112.443,38.475,115.114,10.6147,21.071,10.7252,9.40907,25.9536,23.4196,35.0072,31.6827,165.173,61.7242,35.9241,23.3661,22.8307,28.8054
Sobic.006G160900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938398,2.18493,2.96862,2.92457,0.731045,0.861553,1.12948,1.56216,1.64297,0.757937,0.890228,0.599713,0.701087,1.30106,1.11376,0,0,0.252942,0.950839,0.58715,0.62443,0.430792,0,0,0,0.248226,0,0.923087,0.095783,0.160626,0,0,0,0,0,0,0,0,0,0.0890896,0.325122,0,0.607791,0.969148,0.340184,0,0.130755,2.11409,0.0242335,6.75918,0.228615,0,0,0,0.0469704,0.268997,0.257987,0.00474608,0.607349,1.56211,4.55886,3.82509,1.5625,0.0119361,1.53521,1.35175,3.47193,1.52702,0.145239
Sobic.001G007200,19.4821,18.262,26.4849,27.3491,26.4568,32.5854,25.6197,22.8769,29.7616,24.9216,30.4559,28.2156,25.8527,27.1755,16.088,14.1438,13.8022,14.4557,15.1553,16.205,15.0134,16.6211,39.3908,35.8526,35.8425,34.956,36.8948,40.4549,35.9383,0,0,30.6698,37.9724,17.8364,31.5983,24.0267,18.5089,19.504,23.9634,13.9916,10.6993,14.215,19.2802,24.9071,16.7369,11.8315,12.4277,19.2775,3.57431,3.3759,0.877417,0.575473,1.43449,1.68942,0.38546,2.80214,19.4061,20.3482,21.5002,38.4822,26.5772,32.8108,22.7463,26.7603,43.1349,28.5974,40.3507,25.1891,49.3687,30.7762,20.2508,19.3877,32.1319,24.6675,25.0649,29.6276,40.4355,78.6746,116.877,37.719,27.3577,24.2463,25.754
Sobic.004G302700,0,0,0,0,0,0.0410047,0,0,0,0.0351402,0,0,0.0393826,0.0350815,0.0271579,0.0352062,0.0822671,0,1.50255,3.338,1.665,1.80692,0.0785675,0,0,0,0,0,0,0,0,0.852912,6.55043,8.35515,6.74249,4.50641,0,0.0129589,0.100405,6.31562,1.28129,46.0529,11.3967,22.5636,0.647467,0.146223,2.68079,0,0,0.494575,0,0,0,0.509366,0,1.99657,4.81829,0.588938,0.530885,0.0742651,0.844606,0.531224,0.193086,0.248258,0.150365,0.519128,0.0600004,0.0258247,0.0609546,7.04668,2.41452,1.76094,27.3053,0.0181007,0,0.0229445,0.0196488,1.35283,18.0786,5.16768,6.83979,13.2726,0.589017
Sobic.008G107500,16.075,18.0092,8.15132,15.9505,11.5379,46.0889,6.58665,28.8308,12.8791,22.9381,9.62744,27.7708,6.83069,23.6632,13.136,18.7646,18.9601,20.1259,8.16242,10.194,13.2695,11.4752,19.529,29.4808,21.6453,34.0903,32.2438,41.748,40.8821,0,0,25.6245,35.8111,14.2189,28.4622,19.3951,12.5648,23.8786,6.17942,9.23667,3.70312,8.23319,6.21435,2.37541,4.03049,0.590822,3.65716,10.6661,4.35871,3.0239,0.892133,0.327374,0.18581,2.61213,2.64146,3.32441,3.39302,6.09833,8.12529,10.0994,8.68309,13.6714,14.62,14.317,13.6374,13.4036,6.50248,10.1636,6.7824,3.92565,6.66702,6.50652,3.13288,12.7876,17.3185,20.6807,22.2123,23.7806,17.3039,9.55299,6.31736,5.94993,9.08147
Sobic.001G387600,342.926,397.675,267.788,178.725,316.288,202.677,273.509,240.462,274.211,214.661,316.244,216.021,258.121,186.768,110.479,118.145,124.391,118.641,152.44,130.826,158.808,162.709,228.17,193.066,205.168,171.011,171.937,123.062,129.286,0,7.61364,338.033,342.989,195.517,312.425,223.862,356.235,331.449,154.938,56.9426,36.6224,122.713,97.745,26.3698,73.8656,37.1107,51.6915,346.318,25.0228,78.5091,14.0263,11.3172,7.45158,6.84408,16.138,30.62,176.277,274.934,323.787,334.911,224.14,169.694,342.685,149.789,218.74,276.86,243.795,275.625,320.664,91.1706,102.059,59.9253,85.4097,103.556,195.923,141.89,104.253,151.511,103.057,113.222,191.872,143.235,248.162
Sobic.001G163800,0,0.0659466,0.0756878,0.0324163,0,0.0395287,0,0,0.0840885,0.0338753,0.047244,0.100224,0,0,14.859,11.2359,13.9152,12.439,2.7885,2.66271,4.39516,5.24766,3.97808,4.04603,4.29551,3.30006,7.26788,5.49451,4.57164,0,0,3.88719,3.60608,3.2888,7.52932,1.27353,0.0462322,0.0150447,0.387165,0.943473,3.09473,1.90046,0.957247,0.118825,0.223211,0,1.91949,0.134469,0,1.50443,0,0,0,0.957449,0,0.178652,0,0.716841,0.178267,0.114384,0.0782923,6.11055,0.017531,17.5983,1.05815,0.0511401,0.165341,0.0163231,0.0694472,0,0.16423,1.88594,0,2.66096,3.87778,3.83372,6.73443,0,0.131079,4.09746,0.158297,0.24072,0.112491
Sobic.003G028000,0.308595,0.33089,0.108682,0.0930945,0,0.11352,0,0,0,0,0,0,0,0.097122,2.72486,1.69734,0.480258,0.381437,2.76179,3.63631,0.449306,0.804527,0.105612,0,0.207597,0,0,0,0.254772,0,0,0,0,0.295462,0,0.114412,0,0,0,0.339008,0,0.525339,1.72983,1.70658,0.320512,0,0,0.193106,0,0,0,0,0,0,0,0,0,0,0,0.0396431,0,0.23564,0.0207719,0.0642541,0.140447,0.232758,0,0,0,0.045144,0,0,0,0.0416588,0,0,0.0412837,0.135899,0.158017,0.0074962,0,0,0
Sobic.003G286700,42.8749,39.2052,0.711688,1.63835,2.85274,3.94916,0.258723,12.4763,0.889515,2.62785,0.499766,2.2382,0.13387,2.54396,68.9464,13.9379,3.64855,2.73294,8.31884,22.378,3.51589,5.24331,10.5075,23.5486,5.80442,4.60992,5.51793,5.90594,5.91273,0,0,37.2785,13.7717,14.7112,5.44727,14.7488,2.8012,15.0194,0.682598,3.19118,0,1.03194,3.78938,9.77663,24.399,3.23057,5.19546,9.56216,3.70813,0.88202,4.93791,3.72429,23.7259,9.43946,5.52724,0.637694,0.169181,0.186853,0.140388,4.03899,0.275115,2.15641,0.869187,0.277493,1.55986,1.88175,4.57509,0.779047,1.63554,0.696131,0.54641,0.374132,1.04423,0.218492,0.850101,0.343861,0.321134,16.4905,1.40307,0.21812,0.422377,0.0771059,0.143229
Sobic.004G266200,0.214956,0.255517,0.151423,1.13492,0,0.830361,0.0880757,0.242106,0.168229,1.59263,0.0472587,1.57066,0,0.169146,2.51464,3.94665,3.99475,4.47164,1.77438,1.92116,1.82928,2.0738,10.1977,3.14926,5.1815,11.3182,10.5834,7.55384,9.73279,0,0,2.00544,3.77725,5.62542,4.89588,3.62614,0.287193,0.441483,0,1.29891,0.241013,9.84357,1.94916,4.33847,0,0,0.250278,0.269022,0,0,0,0,0,0,0,0,6.44938,2.10515,1.08644,0.226063,0.293993,1.08897,0.271428,1.11002,0.336504,0.203815,0.196276,0.0429384,0.0939499,1.27601,0.586832,0.102653,4.92974,1.53234,0.670455,1.6052,2.35869,0.351195,7.28919,2.12068,5.00977,3.50494,0.215721
Sobic.004G073100,2.37512,1.96885,3.39507,2.29591,2.58968,2.07004,3.79834,2.98315,3.62752,2.64643,4.23824,2.23708,2.78659,1.66941,2.01742,3.40126,2.7431,2.55314,3.01009,2.97579,2.19845,2.85515,2.0654,1.99792,1.84912,2.33121,2.28943,2.18585,1.96529,0,0,4.02729,7.36542,3.63552,4.98248,3.88139,5.51349,3.14,4.23769,2.02683,2.06837,2.46524,2.1746,4.56469,2.82646,1.69401,2.291,2.36646,0.355678,0.857094,0,0,2.69532,4.31015,0.351309,0.389072,4.17586,4.40162,2.91348,2.27502,2.20828,1.86962,3.04366,2.08017,2.3862,2.6314,3.30607,2.43206,3.74919,2.79435,3.26207,2.11386,1.7968,1.11935,0.889197,0.842676,0.936078,3.2407,2.87884,1.7429,1.90444,1.40237,2.63606
Sobic.003G409900,2.62533,2.85629,3.64261,5.58349,5.046,4.1871,5.00796,3.69428,4.56972,5.27425,3.95983,5.18503,5.36929,4.81267,4.98871,4.082,4.52385,4.08736,3.61635,3.77451,3.54359,3.39669,2.43775,2.17415,1.94572,2.42205,2.295,2.66533,2.85873,0,0,4.81951,2.0204,5.84307,3.07182,4.78814,7.3896,6.40613,2.09746,4.05926,4.9007,3.84543,5.51473,4.4324,3.03565,13.8262,2.53742,2.69383,0,0.920121,0,0.281529,0.268818,1.2981,0.498702,1.18526,5.41033,3.18795,4.28571,1.82436,4.62764,0.686154,1.82803,1.11336,0.838101,2.8085,1.28917,1.99601,1.38109,10.7022,3.54542,5.29039,11.2419,5.36767,4.41188,4.78146,5.816,3.1855,7.07381,3.56143,5.76972,4.98699,5.70099
Sobic.001G164800,0,0,0,0,0,0,0,0.0440197,0,0.0431279,0,0.042533,0.0483354,0,0.893321,0.362279,0.265572,0.516278,0.369442,0.870331,0.418307,0.416896,0.317568,0.527479,0.200787,0.470483,0.251261,0.214037,0.344299,0,0,0.102098,0.0706981,0.785834,0.220576,0.202866,0.0130425,0.0920588,0,0.100192,0,0.326021,0.0451057,48.487,0.994622,0.179452,4.3535,0,6.67974,3.17141,5.63567,7.08748,4.60226,2.55316,4.09656,1.21938,0.677849,0.0919988,1.89013,0.0878648,9.19097,0.0196622,0.0248897,0.016263,0.0210677,0.0263625,0.0689041,0.0496206,0.0549342,1.09525,0.0390247,0.0995785,2.44732,1.00328,0.182952,0.52819,0.388311,0.417784,0.158678,1.38826,6.92146,12.7013,0.177061
Sobic.003G408400,46.5119,44.8978,16.0876,15.4106,23.9985,16.0938,17.3969,32.7916,22.0519,22.3106,26.5332,20.6827,18.5942,23.3668,11.8689,23.2446,15.5828,15.701,13.0326,12.3183,16.3393,16.7386,14.941,13.6408,22.5648,12.9195,12.6867,11.4075,13.7785,11.6685,0,32.1699,41.4272,22.0917,28.008,23.3264,13.8922,20.1076,19.0086,4.71188,6.25127,10.6011,9.41831,9.17791,12.8299,3.12254,7.98972,42.9132,12.6191,4.25627,12.0548,5.93451,9.04634,5.91423,5.47105,1.13902,4.01632,3.33199,2.41033,23.4365,3.45141,9.5446,10.1072,4.58977,12.0539,11.2803,17.5412,7.59586,18.3573,4.20833,2.4257,1.96248,5.82849,3.42773,2.12042,5.75776,4.71015,17.1183,14.7878,4.81418,4.25657,3.15805,4.3215
Sobic.007G207000,50.8646,50.1002,77.5298,64.925,74.8935,110.603,82.561,92.8939,84.1406,85.3103,109.283,86.8637,70.1829,91.0405,49.1521,43.0601,41.6225,43.5315,48.4068,43.7928,43.5311,40.6162,19.2014,24.4725,22.043,22.4681,24.6955,28.3415,29.7071,4.0605,0,104.465,142.763,62.604,108.005,74.5325,122.487,92.4836,38.9653,67.2516,39.961,70.3929,59.8502,36.4213,37.9055,30.2224,47.9287,50.0117,10.9174,22.1586,2.6526,1.86912,1.53548,2.36706,1.40115,10.1183,210.173,189.109,121.701,80.6352,91.8189,86.525,114.898,96.788,110.609,104.726,81.4145,83.0386,93.6876,169.848,113.685,98.8322,118.786,90.1065,76.5055,72.9645,77.1113,56.3854,27.8343,67.1795,93.4264,68.2465,111.523
Sobic.003G275400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121484,0.0555059,0.0591628,0.117742,0.0290254,0,0,0,0.0752646,0.111288,0.0739687,0.16881,0,0.0371608,0.199434,0,0,0,0,0.0350919,0,0,0.0183164,0,0,0.604074,1.27406,0.52416,0.253814,77.8329,30.8405,70.6142,24.1561,0,1.44313,0,0,0,0,0.502496,0,3.20125,0.0487403,0.0476949,0.01353,0,0.0215719,0.0158041,0.190799,0.0226758,0,0.00754251,0.0154185,0.201335,0.0263884,1.996,10.4696,1.11654,0.121017,0.0500525,0.120555,0.00683941,0.0410584,1.22395,1.36416,0.119046,0.105504,0.273971,0.02396
Sobic.006G262100,8.72421,4.1982,9.73775,8.99921,7.45703,6.76639,16.7384,4.47686,22.7674,8.08467,32.5548,10.2459,11.3933,7.25478,17.3248,16.5225,17.9336,17.637,23.2809,31.4344,26.901,23.7102,5.88111,5.53985,3.7233,3.23704,6.00758,6.58352,6.31968,0,0,23.0539,34.5185,58.4517,39.9689,42.0924,31.612,18.3503,13.966,23.5744,38.9508,56.3161,40.079,52.0864,5.87822,6.45702,10.9811,5.86502,1.85818,5.11653,1.35064,1.24844,1.91617,2.25839,1.68169,3.17271,252.924,144.362,76.865,23.8959,71.3981,48.7038,30.7904,41.9445,57.8823,18.0177,45.3266,17.9367,47.943,238.342,78.8158,45.7323,192.156,49.4796,12.8913,33.3059,34.1305,10.1381,21.693,50.9099,171.396,151.821,93.6727
Sobic.001G075101,0,0,0,0,0.0402439,0,0,0,0,0,0,0,0,0,0.2465,0.107873,0,0.072288,0.486701,0.921773,0.831827,0.69129,1.02371,2.87696,2.09678,2.04956,2.64304,2.36341,1.82427,0,0,0.930876,0.64459,2.94679,1.61164,1.80505,47.0474,56.4983,0,5.2515,0.18645,1.40484,0.123372,0.0689598,0.129537,0,0.193614,0,0,0.319701,0,0,0,0.849293,0.506183,1.7592,9.42131,32.9116,34.6337,0,22.4186,0.164746,0.187243,0.314103,0.0162743,1.14658,0,0,0,0.674867,6.01034,4.62041,5.5434,3.23817,0.0569962,0.16587,0.305168,0.10318,0.467317,1.11184,5.60421,7.72511,26.3852
Sobic.010G249200,25.6566,20.9328,44.9344,22.2669,18.5999,15.1278,41.9045,20.527,18.2909,19.7233,13.5221,21.8553,44.3346,20.0775,24.8195,25.2557,23.2459,24.5742,28.1511,34.0753,35.3809,38.3564,36.5101,26.2326,31.8953,29.3025,29.1061,28.4311,30.1269,31.8756,37.9352,40.7246,43.3208,34.4916,31.2404,34.0746,30.238,26.2631,68.2298,29.1523,28.9637,37.3944,46.7031,49.1706,59.1393,45.9907,37.5124,68.0683,4.99257,5.63366,3.95226,4.5526,4.99487,5.55124,3.64506,10.4037,19.5764,16.6852,16.4018,25.4564,19.2185,30.0342,16.4269,20.35,30.3857,13.1494,36.6201,25.8051,31.7739,30.3625,18.2043,18.88,30.7349,22.3472,12.7274,19.6953,21.22,133.412,48.6121,24.7117,18.8068,20.1318,18.7299
Sobic.004G310600,0,0,0,0,0,0,0,0.104978,0,0,0,0,0,0,3.38738,1.10006,1.47498,2.49,0.261494,0.113698,0.373557,0.515939,3.17799,0.49452,3.2686,0.312979,2.09943,0.261912,0.545257,0,0,0.852269,1.3488,0.104124,0.6576,0.483841,76.0291,21.4556,0,0,7.80386,0.777568,0.968203,2.52598,0.338853,0,2.27946,0,0,2.11191,0,0,1.77194,0.56378,0,0,5.57966,9.42162,8.83148,0,1.34698,0,1.71405,0.252239,0.0425757,6.43011,0,0.10567,0,0.318992,1.47773,2.575,0.728469,3.59298,3.65103,1.11179,0.49133,0.0718382,1.93286,0.255215,1.03895,1.02571,2.36279
