gene,mock,infection,Con_Nakei,Cut_Nakei,Con_#96,Cut_#96,Con_#62,Cut_#62,Con_#127,Cut_#127,Con_#,Cut_#3,Con_M36001,Cut_M36001,ABA_Root,PEG_Root,H2O_Root,NaOH_Root,ABA_Shoot,PEG_Shoot,H2O_Shoot,NaOH_Shoot,CK60,BTX623,SCS,Ch17,KS78,High_Bulk,Low_Bulk,q1,q2,Control_0h,Control_12h,Control_24h,Infected_12h,Infected_24h,intact,lodged,20d_Leaves_AA,Emerging_Inflorescence,Seed_5d_After_Pollination,Early_Inflorescence,Pistil,Embryo_25d_After_Pollination,Endosperm_25d_After_Pollination,Anther,Seed_10d_After_Pollination,20d_Leaves_CA,Seed,Stem,Leaf,Keller-leaf,Keller-seed,Keller-spikelet,Keller-stem,Spikelet,internode_g_upper,internode_growing,internode_mature,leaf_blade,leaf_flag_internode,leaf_lower,leaf_lower_growing,leaf_lower_whorl,leaf_middle_whorl,leaf_sheath_growing,leaf_upper,leaf_upper_growing,leaf_upper_whorl,panicle,panicle_lower,panicle_upper,peduncle,root_bottom,root_middle,root_top,Roots,seed_dry,seed_imbibed,Shoots,stem_1cm_,stem_2mm,stem_mid_internode
Sobic.009G014400,9.0646,8.47587,5.38774,4.95688,5.759,6.8087,9.94305,6.3202,7.75928,5.92423,15.1957,6.92879,8.04068,7.22203,4.10944,3.32513,3.88635,3.30992,5.22615,7.01045,6.64366,8.15959,4.09733,2.62543,4.64596,4.6407,3.59111,4.5192,4.07171,8.56294,10.1908,13.8481,20.4476,13.41,16.4054,12.2526,4.01499,4.86823,7.91063,3.18135,1.94093,10.2875,3.36253,6.00436,1.17696,1.36255,2.05217,8.98109,0,1.25697,0.843097,0.462983,0.632816,0.409916,1.13772,0.574945,6.71033,2.07949,0.944141,2.95516,2.5535,4.05322,3.28374,4.31479,6.04819,2.33317,6.93081,2.96744,7.84381,5.1362,1.19875,0.782016,11.744,1.78024,0.480895,2.11478,2.04301,2.72229,4.68762,4.81868,10.0548,4.42128,2.39598
Sobic.002G312200,2.00026,0.679508,0.497321,0.307663,0.683474,0.202013,0.578538,0.227187,0.644606,0.222584,1.06923,0.536588,0.582055,0.172832,0.0139754,0.0516453,0.046856,0.0346329,0.563167,0.768482,0.626708,0.718385,0,0.0907353,0.032374,0.0862715,0.135804,0.0829036,0.0607491,0,0,0.292729,0.162166,0.250345,0.379455,0.319906,0.774766,1.38867,0.635975,5.51567,5.21839,33.7311,8.19918,0,0.162961,0,0.730639,0.589028,0,0.201091,0.680094,1.21529,0,1.03951,0.860929,0.52652,5.32476,2.63301,1.05498,0.453126,0.900592,1.21246,1.987,2.13681,4.52351,5.39457,0.948683,1.56975,2.72663,11.7724,1.84537,1.36213,9.54898,0.0802906,0.0200914,0.0292569,0.0380319,0,0.443895,1.41122,0.815635,0.688965,1.26878
Sobic.001G077800,0.774917,0.784269,1.41929,0.59228,0.300084,0.304097,1.05838,0.498739,0.849055,0.325757,1.04492,0.481894,0.912709,0.455298,0.509837,0.573483,0.725146,0.647065,1.23456,0.971706,0.68401,1.02188,0.587289,0.357056,0.473376,0.257699,0.513348,0.586182,0.357548,0,0,0.7326,1.068,1.25305,1.08293,0.689524,0.255775,0.200879,1.76847,0.491906,2.89618,0.844279,2.75958,0.057133,0,0.745483,0.401,1.09913,0,0,0.43455,0,0,0,0.898029,0,1.29467,1.07278,0.411285,0.852531,0.0641289,0.999622,0.823737,0.869279,0.85316,0.212897,1.68906,0.595149,1.23639,0,0.698026,2.14234,0.0557285,1.05119,0.103808,0.512957,0.492669,0.0910018,0.156,0.764794,0.614303,1.36261,0.151903
Sobic.007G166100,53.4533,54.3502,62.373,54.8518,56.0362,66.0919,56.0341,45.9652,51.604,51.4422,63.4036,59.2667,54.1458,51.457,32.5469,35.6099,36.4901,36.947,31.7082,31.9502,36.75,36.2201,61.6215,43.7308,52.1708,57.314,62.7809,57.2874,57.7918,0,0,47.0026,60.547,44.7428,68.2245,48.892,48.7393,53.32,60.9123,31.9136,22.4898,34.3825,30.2112,19.3803,50.2874,32.9091,47.6396,58.2352,5.15278,2.7023,0,2.07285,1.20127,1.10146,0.806043,2.99479,18.7299,20.3276,20.6518,73.1288,28.7948,56.2147,68.7001,38.2839,61.4902,43.8963,73.7927,87.4626,62.7567,31.1699,27.4222,29.1023,31.8071,31.6877,38.8512,44.6547,49.2957,34.4977,40.1312,42.0746,24.3832,26.223,30.2686
Sobic.001G488900,0,0.0641467,0,0.0361018,0,0.0880455,0,0,0,0,0.0526155,0,0,0,3.63909,7.6061,6.75306,7.45262,2.73523,5.24973,3.11308,3.37747,5.23102,4.23806,4.31176,2.58317,4.05711,2.37181,3.14423,10.852,0,4.37621,7.23574,11.8769,15.1466,6.47721,2.36259,0.457249,0.107796,9.77233,12.5222,42.2893,27.3827,2.24972,0.870056,0.78488,1.02171,0,0,0.979422,0,0,1.12289,3.67911,0.53027,3.39433,16.2923,19.9755,9.11,0.0169173,1.03369,1.67494,0.734668,3.50101,0.165029,0.635545,0.0476375,0.0385696,0,2.34647,10.494,6.79938,2.24061,13.5484,1.17385,11.0568,10.0106,0.0553934,22.1764,5.17735,1.17377,4.20123,1.12588
Sobic.004G159500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332923,0.0317284,0,0,0,0,0.081951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296069,0,0.0690855,0.0613894,0,0,0,0,0,0
Sobic.003G035100,24.4139,16.9813,17.5238,9.37085,20.0922,13.388,18.7256,15.6903,23.0844,13.378,25.4701,14.1658,14.8673,12.953,23.1526,10.4649,16.2792,15.4066,12.6514,10.8099,11.3974,11.6836,7.68532,12.4249,8.91626,14.2761,11.3644,14.2166,15.298,0,7.6706,27.4783,20.2036,14.9935,20.6002,13.1227,44.4565,31.6643,14.7262,15.7217,1.08909,5.95287,1.24208,1.33621,2.65779,3.96261,2.26187,17.8791,1.85577,8.33867,2.21453,1.43694,0.381196,0.308544,1.0187,5.84314,5.82097,14.6079,13.5366,5.63478,30.3195,20.7527,16.8123,56.6351,48.3759,14.0531,7.74453,13.0151,34.2076,2.12151,8.67255,3.78715,4.03873,8.3254,15.8749,17.0303,14.2496,2.42819,3.24379,25.0514,11.7102,13.7682,32.663
Sobic.002G161800,29.6651,26.3357,45.7871,49.5768,39.147,51.6843,49.922,41.9012,70.6861,36.9437,75.6079,45.2626,40.9921,43.5515,29.3187,38.1195,53.4351,53.8138,49.1751,34.4975,34.66,31.2757,37.2835,31.8068,37.1063,34.2514,29.8238,36.298,29.2648,0,0,63.0224,82.6821,38.9521,62.9531,45.9967,33.3453,52.5568,55.4516,25.7632,23.9163,32.9696,33.0129,19.8015,29.9334,29.1869,25.5758,31.4912,5.64601,3.33969,0.968516,1.12197,0,0.608148,0,2.82265,25.0265,21.7456,21.9561,120.255,35.3215,83.7946,72.5423,48.4893,108.194,65.9165,122.217,67.8615,138.313,41.3337,43.1782,30.8597,37.6811,31.8537,63.7299,58.0456,58.0479,9.00984,41.7154,58.6053,34.3194,43.8075,34.8393
Sobic.007G047400,53.5654,30.6125,1057.85,966.388,120.185,635.317,1075.47,18.5141,1187.32,492.838,1172.23,836.317,1285.73,819.587,8.80097,6.1407,6.92616,7.75216,64.1456,44.444,30.1547,24.6039,25.2769,31.3259,37.2356,27.2682,26.8353,7.63592,19.4317,4.79514,34.2402,19.8514,1199.61,2.34575,832.136,5.90098,208.544,117.972,1446.67,3.52453,221.381,10.262,264.813,40.9925,115.017,81.5415,23.0254,88.3474,7.71155,11.517,1.23649,1.80542,1.00285,0.5746,0.177542,5.01059,206.895,245.608,218.15,5626.71,377.281,1940.07,2497.04,759.185,3047.11,1006.27,5700.08,2815.55,6822.31,135.859,850.014,504.492,99.3519,158.939,405.932,360.876,155.899,21.4875,25.7731,421.899,363.517,509.334,474.414
Sobic.009G237600,16.8382,15.247,9.63498,12.0016,11.3247,46.3903,7.90398,22.586,14.372,18.7954,10.7823,24.873,5.93042,23.2921,32.9644,6.04848,4.94611,6.72612,11.8522,15.9509,4.24132,4.56432,35.9934,51.7507,42.4939,38.8569,43.5162,39.687,49.6242,0,11.7626,53.7265,69.2817,22.6433,48.415,25.7388,26.7511,41.9957,4.1235,8.10225,6.68006,10.13,19.4055,18.0793,28.1881,8.00637,19.2032,7.29723,12.9448,1.46665,0.486567,0,5.28825,0.818726,0,1.58304,11.9219,15.0398,10.9993,54.0878,14.2692,46.6638,38.3398,20.4283,52.668,31.0042,66.8169,26.8618,50.1117,14.9399,15.4766,13.0013,7.64624,15.428,34.3341,19.6525,8.75349,70.1192,8.32286,11.4831,10.6416,13.888,15.7539
Sobic.003G367100,0,0,0,0,0,0,0,0,0.0458617,0,0,0,0,0,0.525142,0.729388,0.530461,0.4088,0.320997,0.195936,0.0597511,0.256575,0.0432227,0.197732,0,0.0891165,0,0,0.0567261,0,0,0.0437371,0,0.149617,0,0.0434523,0,0,0,4.76425,0.481829,4.66871,0.579677,0,0,0,0.27292,0,0,0,0,0,0,0,0,0,0.0272499,0,0.0939762,0,0,0.0336913,0,0.283426,0,0.0127853,0,0,0,0,7.19352,1.03129,0,0.14902,0,0.190122,0.146811,0,0.739312,0.323782,0.0529206,0.0896181,0
Sobic.002G202600,1.28858,0.977441,0.605042,0.407137,1.2674,0.225559,2.15809,0.434265,1.24864,0.928633,1.99681,0.877654,1.04075,0.811168,4.37912,7.37156,7.2497,6.11188,1.91458,2.25078,1.91214,2.25581,21.942,19.6609,20.2774,19.5056,19.9522,10.3626,17.3497,0,0,0.686877,1.58572,2.50709,1.63035,1.45612,5.27425,18.288,1.10503,0.763971,1.00907,5.47499,1.98312,1.96811,0.254738,0.48258,0.475906,1.61268,0,1.25534,1.08924,1.20253,1.00281,1.1959,3.43548,0.415291,1.10402,1.13223,0.552968,0.258818,0.200772,0.365618,0.14433,0.200051,0.298834,0.252744,0.37887,0.110586,0.393114,1.13063,0.102205,0.220333,1.96804,0.750494,0.267093,0.82834,0.823847,0,0.553491,0.423017,1.17298,0.122007,0.303591
Sobic.006G115700,0.369067,0.10846,0.12623,0.0742299,0.289136,0,0.252039,0.0961078,0.420722,0.0564964,0.794172,0.0185723,0.0651984,0.135527,1.56266,1.41472,1.31813,1.35327,1.03711,0.955306,0.666734,0.976159,1.38006,1.10645,1.32887,1.73968,1.43303,1.55578,1.21623,0,0,0.200611,1.30203,1.20146,1.15575,1.02617,0.0974077,0.22038,0.968551,5.7312,1.8753,10.3809,7.24774,0.792712,0.248177,103.58,2.06644,0.112129,0.47424,0.315332,0.287586,0,0,2.07624,0,4.10393,6.59381,2.20298,1.27011,0.311697,0.205082,0.499221,0.297451,0.275858,0.672612,0.182892,1.2942,0.590089,1.73814,8.3385,3.11781,1.59274,8.21785,0.716947,0.689939,0.822853,0.735743,0.0270844,1.04173,1.56602,4.09482,1.07701,0.235301
Sobic.009G184300,0.80656,0.438646,0,0,0.141968,0,0.240343,0,0,0,0.128963,0,0.155451,0,0.467845,0.39442,0.604656,0.471003,0.173526,0.179524,0.211583,0.148172,1.35363,1.69332,2.02538,1.06305,0.550958,0.336116,0.106072,0,15.828,0.0547259,0.0757901,0.0936042,0.236464,0.0543697,3.06363,3.06575,0,0.698156,0.383656,1.34809,0.435192,3.48694,0.304646,0.384755,0.796823,0.183532,0,0.274788,8.51562,2.77172,2.97779,2.27859,4.36658,0,2.27367,1.98473,1.04175,0.0207326,0.360141,0.0995315,0.886542,0.0632319,0.0238004,2.38978,0.0266518,0.0746328,0.0348315,1.91378,0.676104,0.889081,2.73631,0.20209,0.415035,0.227744,0.0883598,6.95701,1.29015,0.0649186,0.450369,0.617602,0.426475
Sobic.002G353200,5.43515,6.2333,0.773106,2.27049,1.14681,1.03825,0.599574,2.62356,0.736212,1.2852,0.781301,1.33247,0.443188,0.723775,15.9509,16.9507,16.0934,15.3183,10.9201,9.05369,8.5556,9.8967,17.8907,12.461,14.3791,14.3717,20.0469,12.184,13.7033,0,11.2808,10.8826,14.5854,14.1104,15.0421,10.773,15.6159,9.47279,1.97732,12.8615,18.0476,34.1633,35.1538,9.07405,12.1598,4.73051,11.9263,1.63514,2.72913,2.44277,4.18526,4.72037,3.83237,4.32093,3.89047,3.62056,4.79809,4.34284,3.27479,0.666085,2.04955,3.22225,1.74491,5.54316,1.7763,8.26516,0.425163,0.285349,0.443011,6.03445,3.00801,4.43115,7.62357,4.91435,1.1441,3.60921,3.56621,1.18051,10.8642,3.09578,3.92525,1.99027,2.58139
Sobic.004G331300,0.933034,0.200647,0,0,0,0.0607769,0,0,0,0,0,0,0,0,1.17969,2.05678,2.30119,2.77173,0.0694774,0.678158,0.137784,0.307706,0.98052,0.593798,2.02697,1.81447,0.952957,1.02666,0.783732,0,0,3.39084,7.42812,1.96126,8.70453,2.63377,82.1856,7.59042,0.297649,0,0.185235,0.666398,0.334939,1.03211,1.55035,0,0.579527,0,0,0.309564,0,0,0,0,1.2586,1.59117,0.225853,2.0142,1.43386,0,0.293337,0.110502,0.578113,0.113008,0.0268125,0.475427,0,0.142027,0,0.463501,0.082551,0.0124636,0.260426,0.0986602,0.0759406,0.111572,0.229204,1.19176,18.3005,0.0853151,0.0997115,0.0668525,0.652015
Sobic.001G297500,17.8145,11.7878,70.1549,36.8637,32.5767,30.2888,75.4673,15.5464,70.9705,26.306,89.0851,33.7666,59.7458,26.8006,14.7261,19.8054,16.9514,16.5137,13.9482,12.4884,11.1477,10.4495,43.2213,36.2621,31.5741,25.189,37.3905,28.539,29.9683,0,0,31.1368,115.635,11.7885,70.1093,23.8069,46.1036,36.578,48.0536,7.96157,10.7957,9.35498,20.0116,27.5485,18.818,14.9197,11.5622,30.4197,2.32863,2.19622,3.15744,2.68606,2.31353,1.56939,0.766718,0.953711,31.0037,31.6982,27.1675,169.352,47.0368,78.3881,101.154,41.5461,136.754,59.8762,164.793,127.507,221.034,22.8848,50.765,39.4723,21.9918,19.4042,27.0701,30.334,25.736,56.0763,21.573,59.1092,27.6622,35.8936,52.065
Sobic.004G251300,307.581,284.31,126.546,88.6694,135.932,84.3929,176.964,87.1525,196.581,86.3451,261.705,97.9003,148.559,70.2001,62.9985,80.4794,83.0794,74.6787,122.511,94.0189,171.507,176.459,40.9462,50.9759,42.1212,41.2867,49.1019,38.9169,42.0649,108.937,112.336,165.131,168.715,172.963,182.906,130.661,261.595,276.288,174.364,57.0531,44.2829,169.032,60.5434,16.8519,16.6777,31.8225,9.46391,144.304,2.27262,26.877,25.1122,18.5037,7.11021,7.54239,11.7604,10.9316,40.218,110.882,99.616,341.53,123.445,162.644,153.534,71.4787,187.152,227.754,310.913,74.6194,352.904,4.84277,34.7356,19.5417,12.4347,38.2244,27.3667,45.5434,39.9223,33.1889,39.1768,86.6059,36.589,55.7235,129.457
Sobic.003G087600,0.0570749,1.12283,0.0231307,3.1071,0,4.40237,0.0935427,5.51289,0.667306,4.74246,0.086627,3.70503,0.0464163,4.01334,0.675158,0.429802,0.234649,0.229686,0.0726282,0.622513,0.172883,0.120336,1.75768,3.23744,1.93047,3.23886,2.32131,1.27281,1.35749,0,0,0.808857,0.987701,0.659511,1.01802,0.741455,3.43423,4.119,0,1.29185,0.488488,3.21698,0.188378,0.631205,5.22858,0,1.86949,0.091683,7.03903,1.67508,0.509623,0,20.0904,3.45368,0.486298,2.78011,0.0261906,0.0541371,0.310142,0.121568,1.45946,0.0499454,0.568933,0.0815017,0.0148961,0.40305,0,0.347233,0,0.230368,1.39863,1.96527,1.15864,0.158688,0.561088,0.175952,0.510408,0.69316,0.301221,0.24472,0.292923,0.418666,1.08944
Sobic.002G279100,35.2085,48.9881,4.49775,7.41183,7.33908,32.9307,9.11911,33.3835,9.37526,13.9571,10.8022,18.5292,6.57488,17.111,29.5259,34.8118,35.5483,34.3711,14.8757,17.7212,19.4793,24.8801,42.827,38.4395,43.772,29.6084,33.1263,16.4354,19.4413,33.0885,0,104.75,62.5411,72.8929,56.9197,71.6482,8.53786,15.3812,16.4339,13.0499,3.04539,11.4285,14.5569,1.34501,11.2431,2.87178,8.59061,27.3974,7.93037,10.0984,15.8732,8.73836,8.19131,8.00117,14.4614,12.469,1.61414,4.10072,4.53138,8.62645,7.56035,12.9151,5.68767,10.401,6.92407,9.79297,9.93262,3.86619,10.5807,0.636946,3.11714,1.97685,1.39088,7.59103,9.71944,14.7321,10.9847,1.02081,8.83863,5.73923,8.46473,4.31961,4.85331
Sobic.003G246800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523541,0.460643,0.46735,0.561753,0.191796,0.652206,0.276611,0.395743,0.350419,0.350675,0.34289,0.174697,0.402107,0.361232,0.156722,0,0,0.113278,0.261472,0.807305,0.326308,0.41265,0,0,0,0,0,1.10239,0.967539,1.39875,0,0,0.235617,0.0633161,0,0,0,0,0,0,0,0,1.01076,0.237484,0.259333,0,0.0210094,0.0395866,0,0.0836619,0,0.00467202,0,0,0,2.28948,0.00672585,0.00991911,4.34128,0.280068,0.0101617,0.31423,0.209686,0.0234195,1.1377,0.602654,0.905532,0.401032,0.0109268
Sobic.003G383700,1.79221,1.73783,1.35349,0.240297,0.378513,0.439543,1.66081,0.293573,0.644325,0.251112,0.52534,0.247648,1.12803,0.208907,0,0,0,0,2.53073,1.9996,2.55679,3.53668,0,0,0.178569,0,0,0,0,0,0,2.53066,2.94745,4.8999,5.55252,3.14384,0.126144,0.127348,4.45003,2.47184,14.3632,5.6099,8.89022,1.47082,1.10311,0.348269,2.83269,2.74101,1.02331,0,0,0,0,0,0,0.366696,0.0863375,0.217615,0.246194,4.50893,0.760576,3.61233,4.89889,2.82591,2.28374,3.39783,3.2321,1.93767,3.07878,0.917501,1.8078,4.56882,0.635327,0.048097,0.0135021,0,0.0369398,0.0921691,1.16466,3.28404,0.893514,1.74333,0.664367
Sobic.010G056000,15.8946,17.1275,16.4675,17.9291,18.6669,18.2131,19.6295,17.9949,17.83,18.3444,20.9248,19.5611,21.0408,17.8795,13.3295,12.8104,11.4945,12.6307,12.8671,11.2049,11.592,12.2265,3.56858,4.61542,6.42689,8.70977,5.19256,7.7873,8.34419,0,0,34.2526,56.0866,25.943,42.8255,31.4601,33.9763,32.5391,15.4877,14.1522,13.3832,16.1244,15.1585,10.4691,7.00079,10.1897,8.31044,19.4496,1.4263,1.72223,0.725183,0.256715,1.01974,1.50375,0.843921,1.45748,15.0979,14.8731,12.454,18.2264,15.663,10.3494,14.4496,8.59605,10.0121,17.1812,13.4771,12.3096,14.082,19.0752,14.5058,11.2198,14.1214,9.38455,9.93229,9.62358,9.50575,12.3016,10.9923,10.7773,15.9553,13.3298,18.1871
Sobic.001G526800,34.4345,19.1463,23.5797,13.9557,21.6039,22.0197,26.825,10.6528,24.809,14.9566,28.4626,16.4045,20.2614,16.5132,3.05173,3.29469,2.69101,3.14816,2.1709,3.13364,2.1388,2.64385,7.37404,17.7263,18.0101,33.6596,8.98934,24.5005,21.1165,0,0,1.65455,2.74966,3.0658,4.28946,2.46566,18.8083,19.2531,10.917,31.4448,18.6139,32.6561,15.3014,0.245167,9.67097,16.964,9.17738,6.47358,5.45869,13.3717,3.97672,1.44937,22.9401,2.03441,2.43575,8.44363,9.50182,12.1282,16.3753,0.736251,5.2709,10.2358,47.843,40.7497,64.898,25.5602,4.94193,63.4344,57.6729,22.9266,24.0805,17.7201,6.44374,19.565,23.9053,3.13032,7.61817,0.793228,0.744695,26.5241,7.11257,3.80512,11.2786
Sobic.002G271100,5.67101,5.13676,1.71764,6.34807,1.80359,3.85028,1.90834,4.77846,3.90234,10.0889,3.34886,10.546,4.82079,7.26083,3.2787,3.24516,3.16014,3.18055,2.36065,1.68883,1.68,1.84897,6.41994,5.98427,9.75108,7.2359,5.73042,2.24507,4.09474,9.93751,0,2.31056,2.54872,2.51811,3.66657,2.92527,44.3064,19.1376,4.29428,0.983267,1.92494,2.08939,1.53569,0.878619,3.30111,1.25788,2.38165,4.25157,0,0.625814,1.98926,0.839096,1.70023,1.78226,2.55562,1.22061,0.525004,1.35781,0.731989,1.2817,0.431544,0.847633,1.36545,0.236536,0.149263,0.824872,0.971292,1.14309,0.162333,0.269421,0.513856,0.461526,0.228372,0.487313,0.648712,0.430064,0.575458,22.8775,0.468827,1.14955,0.546384,0.316199,0.618702
Sobic.006G267900,5.25794,6.44763,11.8725,8.04017,4.2302,26.339,13.4572,10.2909,4.39674,14.0791,10.1979,14.3776,17.9169,11.6525,1.91311,4.9216,4.96533,5.46358,3.05883,4.90442,6.14403,7.45053,21.2937,28.0269,17.2085,18.7289,28.3103,25.7502,20.7257,0,0,5.75209,4.98812,4.73534,5.22634,4.91353,224.006,55.5519,3.63355,1.95191,5.97607,5.39506,1.89997,2.07109,13.4666,0.944874,6.03818,14.6031,0,0.909144,0.673766,0.819207,1.55489,2.32661,1.86581,0.637633,3.85903,2.9866,1.95576,3.46232,4.72567,2.70703,5.39976,2.09767,3.84947,8.28583,2.89024,3.07725,5.35414,0.472596,2.90038,2.7888,1.37088,3.1014,2.6247,2.40164,4.04527,8.64675,51.512,1.87589,3.2321,0.894503,4.33508
Sobic.002G201000,1.78332,0.987936,0.921264,1.32001,0.828723,0.209952,1.0912,0.214252,0.558282,0.389836,1.27552,0.680195,1.09222,0.493966,0.0686515,0.0322951,0.0255867,0,2.69666,1.72945,2.0669,1.99071,0.120623,0.171449,0.150744,0.0635285,0.0684946,0,0.12435,0,0,3.63807,5.99719,3.53627,3.489,2.9444,0.383581,0.550898,3.34151,3.50066,1.15526,3.17347,3.70061,0.525906,5.03861,0.592655,1.07044,1.2796,0.984291,0.42204,0.424597,0.224682,1.02942,0.630181,0,1.00594,0.0242717,0.10105,0.234341,1.71745,0.0720699,3.63745,1.12034,1.88715,3.24556,2.21065,1.37853,0.758087,2.47123,0.821376,1.55148,1.9324,0.148784,0.0236244,0.0307576,0.0161484,0.00550444,0.933604,2.60237,1.54896,0.314309,0.174651,0.121608
Sobic.007G018100,0.239875,0.100296,0.0614479,0.0131588,0.0281495,0,0.142966,0,0.204804,0.068755,0.153417,0.0678065,0.138696,0,4.13127,4.20376,7.4199,6.28304,0.786366,1.29774,0.946456,0.952976,1.84587,3.13658,2.69738,4.12337,2.7404,1.57516,3.49992,0,0,0.602204,1.12708,2.36626,1.61749,1.11572,0.345408,0.230097,1.06081,6.13354,0.0163002,9.1174,0.115047,0,0,0,0,0.272917,0,1.52522,0.591354,0.213839,0.116955,0.828279,2.79826,2.04821,0.948686,1.89034,2.29067,0.181729,1.9682,0.871924,0.471262,6.35348,1.16057,1.13628,0.155294,0.157495,0.20952,0.00518031,0.877669,0.737631,0.00348485,2.22901,1.17956,3.08235,2.8205,0,0.0220927,3.71337,1.73111,0.56161,1.16915
Sobic.003G379700,56.9195,75.5554,35.2606,35.8082,47.992,139.567,38.5842,51.3569,31.2239,32.2724,33.871,35.1523,24.7457,60.007,11.575,21.5093,9.79066,10.422,24.7416,35.7491,24.3735,28.0764,87.0633,97.8039,109.12,90.6202,86.157,74.1208,78.6746,8.54269,5.08247,107.523,159.903,40.2919,95.0296,53.2679,42.8807,135.94,39.5207,1.43201,2.46495,2.64652,4.2407,3.75011,42.5859,13.9978,12.9195,80.7196,4.16155,5.57079,3.80233,6.15944,4.19595,4.86681,1.12696,3.39921,5.69085,12.7627,14.1114,63.4371,32.827,23.4491,33.8805,4.63015,31.1766,70.4234,49.6265,19.461,55.8651,1.56594,16.8267,14.7664,2.32387,11.4132,38.3119,21.1516,8.82661,133.254,59.1503,5.69602,7.65475,9.40282,18.3638
Sobic.009G036500,0.0361751,0,0,0,0,0,0,0.0232828,0.108498,0,0.0318128,0,0.0255646,0,8.33716,20.1295,13.1961,12.9462,21.9322,20.0823,22.1357,21.3895,6.87293,8.38969,8.50047,7.08206,14.6907,9.48294,9.84893,6.31117,0,8.06325,7.95329,18.7171,19.0011,10.5716,0.00884861,0.00683756,2.94008,38.1835,4.36081,33.5436,9.11961,1.92074,0.0722911,0.332259,0.50553,0.997642,11.7065,3.9571,0.951273,2.17249,55.1091,24.4486,2.46716,3.7799,13.5135,28.8984,22.4398,0.132929,2.38009,101.574,0.507885,189.329,101.44,1.9892,32.0691,0.169173,13.2631,0.201373,4.80708,4.83197,0.281312,40.1237,4.04379,29.7609,32.256,0.0167458,3.96258,63.5338,26.1263,16.5209,3.65772
Sobic.001G290400,3.57396,5.19806,0.451885,15.3448,0.828042,17.0258,1.87744,5.72108,0.968221,17.6245,1.97444,15.3013,0.453327,3.08635,4.12032,6.68627,3.29484,2.94275,0.935863,1.85726,1.42579,1.74767,42.13,41.1679,45.0574,32.2078,39.9607,23.5802,44.305,0,0,0.82076,1.70506,1.25761,1.77321,2.75203,64.4968,67.2715,3.63236,0.469852,1.74673,2.80808,0.362603,0.608075,4.4739,0.300543,1.5649,5.04633,0.495999,1.35812,0.385412,0,0.245755,0.397833,0.390398,0,8.25702,18.2361,33.7684,3.59414,11.3895,2.57841,25.2288,2.86896,2.3414,17.5891,3.16255,15.592,4.80536,0.773928,7.45312,7.99302,1.04178,2.9631,22.7605,6.75401,1.72818,1.93432,2.66179,2.14563,50.6759,35.9557,10.1876
Sobic.009G157500,8.5992,10.1929,8.74112,7.60125,3.57835,13.848,11.8685,6.94246,6.5234,9.34654,12.7695,9.38178,7.03648,11.2304,6.29559,15.843,12.7285,14.155,7.18653,5.09516,7.38897,6.99606,13.433,8.83641,11.8923,6.83774,8.4666,7.35704,7.01802,0,0,40.9577,89.7065,21.3294,88.8212,22.1494,74.3321,43.0989,18.551,2.98351,4.93357,3.1846,4.32779,1.75182,2.42897,1.58327,1.69795,7.88274,1.3878,1.67106,2.08116,1.22773,2.85125,4.42178,4.38239,0.761785,14.2659,10.6672,4.90653,38.344,28.5991,30.114,25.1264,13.0874,24.6736,48.7458,40.9691,10.9357,39.1276,5.10835,8.4968,6.5508,9.99614,8.93043,3.26567,9.36856,10.3265,33.1787,71.4177,9.58051,7.41903,10.6727,29.2406
Sobic.001G361100,0,0.0292455,0,0.00823047,9.87874e-10,0.0740965,0.0111777,0,0.010675,0,0,0,0.0968862,0.124764,0.242715,0.130608,0.13792,0.125464,0.170616,0.53011,0.368143,0.259205,0.0100603,0.0316898,0.0325972,0.0104693,0,0.00921967,0.0111421,0,0,0.205557,0.197388,0.996323,0.291563,0.203831,0.86323,1.03861,0.0737225,0.61746,0.205095,0.359076,1.68461,0.980432,0.636209,0.858435,0.678701,0.177412,0,0.176241,0.121778,0,0,0.28122,0,0,0.0736494,0.0298069,0.134177,0.101686,0.213117,0.0440288,0.0476342,0.0237917,0.0161629,0.159546,0.0255831,0.0368813,0.0152948,0.498061,0.291333,0.249175,1.2286,0.104435,0.239651,0.0986507,0.115331,0.332723,0.275979,0.371696,0.160259,0.295528,0.339491
Sobic.001G079500,33.9941,283.499,28.7436,73.8309,11.72,74.4815,20.0626,86.2973,16.2419,24.6729,27.9462,45.7075,31.3563,64.5391,15.9071,18.8458,12.5311,15.9745,5.1923,11.6362,12.7922,11.9185,298.458,251.13,526.764,269.428,254.67,117.481,193.265,0,23.3318,20.3298,14.6922,6.69232,26.2308,22.4817,398.445,754.08,45.4727,2.88968,35.8729,4.52657,11.4051,3.64592,41.9908,18.079,12.7529,231.39,22.4174,59.1244,143.517,130.509,24.5535,85.4301,58.6033,841.194,175.918,339.432,343.709,72.2881,237.934,24.6911,615.201,57.4566,33.435,730.481,40.1753,102.414,39.6272,2.22144,62.9449,63.8937,7.90032,104.893,338.235,175.698,17.3863,67.2053,29.1393,10.9523,77.1519,124.369,218.489
